ProductKey,OrderDateKey,DueDateKey,ShipDateKey,CustomerKey,SalesOrderNumber,SalesAmount
353,20220321,20220327,20220323,11015,SO51520,2319.99
485,20220321,20220325,20220322,11015,SO51520,21.98
486,20220321,20220325,20220324,11015,SO51520,159
566,20220321,20220401,20220327,28671,SO51521,742.35
353,20220321,20220330,20220326,11000,SO51522,2319.99
485,20220321,20220330,20220325,11000,SO51522,21.98
574,20220321,20220325,20220324,24427,SO51523,2384.07
479,20220321,20220329,20220325,24427,SO51523,8.99
477,20220321,20220326,20220324,24427,SO51523,4.99
480,20220321,20220330,20220325,24427,SO51523,2.29
604,20220321,20220329,20220328,21470,SO51524,539.99
479,20220321,20220327,20220326,21470,SO51524,8.99
477,20220321,20220329,20220327,21470,SO51524,4.99
225,20220321,20220329,20220325,21470,SO51524,8.99
384,20220321,20220330,20220326,27799,SO51525,1120.49
488,20220321,20220326,20220325,27799,SO51525,53.99
390,20220321,20220331,20220328,22614,SO51526,1120.49
217,20220321,20220329,20220325,22614,SO51526,34.99
584,20220321,20220331,20220326,20977,SO51527,539.99
217,20220321,20220331,20220326,20977,SO51527,34.99
378,20220321,20220402,20220328,18219,SO51528,2443.35
479,20220321,20220331,20220327,18219,SO51528,8.99
484,20220321,20220329,20220327,18219,SO51528,7.95
376,20220321,20220329,20220327,18222,SO51529,2443.35
479,20220322,20220329,20220328,18222,SO51529,8.99
225,20220322,20220329,20220328,18222,SO51529,8.99
477,20220322,20220402,20220328,18222,SO51529,4.99
380,20220322,20220402,20220329,19362,SO51530,2443.35
353,20220322,20220330,20220325,11337,SO51531,2319.99
478,20220322,20220402,20220329,11337,SO51531,9.99
477,20220322,20220327,20220323,11337,SO51531,4.99
490,20220322,20220328,20220326,11337,SO51531,53.99
376,20220322,20220327,20220325,22808,SO51532,2443.35
214,20220322,20220402,20220328,22808,SO51532,34.99
363,20220322,20220329,20220324,11291,SO51533,2294.99
353,20220322,20220330,20220326,11158,SO51534,2319.99
485,20220322,20220331,20220329,11158,SO51534,21.98
489,20220322,20220326,20220324,11158,SO51534,53.99
580,20220322,20220329,20220327,22931,SO51535,1700.99
580,20220322,20220402,20220328,18698,SO51536,1700.99
222,20220322,20220326,20220325,18698,SO51536,34.99
576,20220322,20220328,20220326,28201,SO51537,2384.07
214,20220322,20220326,20220324,28201,SO51537,34.99
605,20220322,20220330,20220328,21597,SO51538,539.99
538,20220322,20220326,20220323,21597,SO51538,21.49
386,20220322,20220328,20220327,19160,SO51539,1120.49
225,20220322,20220325,20220323,19160,SO51539,8.99
490,20220322,20220327,20220323,19160,SO51539,53.99
384,20220322,20220328,20220324,19213,SO51540,1120.49
217,20220322,20220331,20220326,19213,SO51540,34.99
388,20220322,20220329,20220327,22630,SO51541,1120.49
222,20220322,20220402,20220329,22630,SO51541,34.99
225,20220322,20220330,20220325,22630,SO51541,8.99
388,20220322,20220329,20220324,22669,SO51542,1120.49
376,20220322,20220325,20220323,18210,SO51543,2443.35
477,20220322,20220402,20220329,18210,SO51543,4.99
479,20220322,20220402,20220329,18210,SO51543,8.99
225,20220322,20220324,20220323,18210,SO51543,8.99
355,20220322,20220329,20220326,11244,SO51544,2319.99
537,20220322,20220329,20220325,11244,SO51544,35
374,20220322,20220328,20220323,19382,SO51545,2443.35
374,20220322,20220329,20220324,26381,SO51546,2443.35
477,20220322,20220326,20220324,26381,SO51546,4.99
479,20220322,20220327,20220323,26381,SO51546,8.99
471,20220322,20220329,20220328,26381,SO51546,63.5
372,20220322,20220327,20220323,12300,SO51547,2443.35
487,20220322,20220330,20220325,12300,SO51547,54.99
372,20220322,20220330,20220325,19424,SO51548,2443.35
477,20220322,20220327,20220325,19424,SO51548,4.99
479,20220322,20220327,20220326,19424,SO51548,8.99
491,20220322,20220324,20220323,19424,SO51548,53.99
372,20220322,20220401,20220329,21858,SO51549,2443.35
477,20220322,20220330,20220329,21858,SO51549,4.99
479,20220322,20220328,20220327,21858,SO51549,8.99
214,20220322,20220328,20220323,21858,SO51549,34.99
353,20220322,20220403,20220329,11387,SO51550,2319.99
214,20220322,20220328,20220327,11387,SO51550,34.99
595,20220322,20220326,20220323,13058,SO51551,564.99
478,20220323,20220326,20220324,13058,SO51551,9.99
477,20220323,20220327,20220324,13058,SO51551,4.99
225,20220323,20220327,20220326,13058,SO51551,8.99
589,20220323,20220329,20220325,13747,SO51552,769.49
474,20220323,20220327,20220326,13747,SO51552,69.99
463,20220323,20220331,20220330,13747,SO51552,24.49
363,20220323,20220329,20220324,11286,SO51553,2294.99
485,20220323,20220402,20220330,11286,SO51553,21.98
234,20220323,20220330,20220328,11286,SO51553,49.99
225,20220323,20220329,20220327,11286,SO51553,8.99
355,20220323,20220328,20220324,11266,SO51554,2319.99
478,20220323,20220330,20220326,11266,SO51554,9.99
477,20220323,20220331,20220330,11266,SO51554,4.99
225,20220323,20220330,20220329,11266,SO51554,8.99
361,20220323,20220402,20220329,11037,SO51555,2294.99
537,20220323,20220402,20220330,11037,SO51555,35
528,20220323,20220330,20220325,11037,SO51555,4.99
485,20220323,20220328,20220326,11037,SO51555,21.98
477,20220323,20220403,20220329,11037,SO51555,4.99
478,20220323,20220327,20220325,11037,SO51555,9.99
480,20220323,20220401,20220330,11037,SO51555,2.29
353,20220323,20220403,20220330,11022,SO51556,2319.99
480,20220323,20220325,20220324,11022,SO51556,2.29
572,20220323,20220326,20220325,27765,SO51557,742.35
390,20220323,20220328,20220327,23104,SO51558,1120.49
539,20220323,20220328,20220326,23104,SO51558,24.99
529,20220323,20220325,20220324,23104,SO51558,3.99
486,20220323,20220401,20220330,23104,SO51558,159
388,20220323,20220327,20220325,24605,SO51559,1120.49
539,20220323,20220330,20220329,24605,SO51559,24.99
529,20220323,20220331,20220327,24605,SO51559,3.99
222,20220323,20220329,20220326,24605,SO51559,34.99
584,20220323,20220327,20220326,19271,SO51560,539.99
214,20220323,20220327,20220324,19271,SO51560,34.99
357,20220323,20220329,20220326,11025,SO51561,2319.99
485,20220323,20220401,20220329,11025,SO51561,21.98
472,20220323,20220329,20220328,11025,SO51561,63.5
359,20220323,20220327,20220324,11009,SO51562,2294.99
480,20220323,20220329,20220325,11009,SO51562,2.29
598,20220323,20220330,20220328,17511,SO51563,539.99
528,20220323,20220327,20220326,17511,SO51563,4.99
535,20220323,20220328,20220324,17511,SO51563,24.99
480,20220323,20220402,20220328,17511,SO51563,2.29
586,20220323,20220330,20220327,26309,SO51564,742.35
482,20220323,20220329,20220328,26309,SO51564,8.99
560,20220323,20220328,20220326,25085,SO51565,1214.85
477,20220323,20220328,20220326,25085,SO51565,4.99
479,20220323,20220402,20220328,25085,SO51565,8.99
576,20220323,20220330,20220326,24414,SO51566,2384.07
477,20220323,20220330,20220328,24414,SO51566,4.99
479,20220324,20220401,20220329,24414,SO51566,8.99
604,20220324,20220328,20220325,15276,SO51567,539.99
538,20220324,20220404,20220330,15276,SO51567,21.49
480,20220324,20220330,20220328,15276,SO51567,2.29
605,20220324,20220401,20220329,21448,SO51568,539.99
463,20220324,20220327,20220326,21448,SO51568,24.49
584,20220324,20220405,20220331,15017,SO51569,539.99
479,20220324,20220327,20220325,15017,SO51569,8.99
477,20220324,20220401,20220329,15017,SO51569,4.99
491,20220324,20220328,20220325,15017,SO51569,53.99
606,20220324,20220328,20220326,22459,SO51570,539.99
560,20220324,20220402,20220330,14046,SO51571,1214.85
491,20220324,20220330,20220329,14046,SO51571,53.99
378,20220324,20220401,20220328,23759,SO51572,2443.35
540,20220324,20220331,20220329,23759,SO51572,32.6
359,20220324,20220331,20220328,11238,SO51573,2294.99
222,20220324,20220328,20220326,11238,SO51573,34.99
378,20220324,20220402,20220329,16291,SO51574,2443.35
217,20220324,20220402,20220328,16291,SO51574,34.99
376,20220324,20220401,20220331,22323,SO51575,2443.35
357,20220324,20220331,20220329,11481,SO51576,2319.99
487,20220324,20220327,20220326,11481,SO51576,54.99
355,20220324,20220330,20220327,11042,SO51577,2319.99
584,20220324,20220328,20220326,27744,SO51578,539.99
529,20220324,20220402,20220329,27744,SO51578,3.99
538,20220324,20220401,20220329,27744,SO51578,21.49
489,20220324,20220402,20220331,27744,SO51578,53.99
467,20220324,20220404,20220330,27744,SO51578,24.49
606,20220324,20220331,20220328,26656,SO51579,539.99
477,20220324,20220401,20220328,26656,SO51579,4.99
479,20220324,20220405,20220331,26656,SO51579,8.99
225,20220324,20220402,20220331,26656,SO51579,8.99
604,20220324,20220402,20220331,18900,SO51580,539.99
479,20220324,20220329,20220328,18900,SO51580,8.99
477,20220324,20220402,20220331,18900,SO51580,4.99
361,20220324,20220329,20220328,11007,SO51581,2294.99
528,20220324,20220402,20220328,11007,SO51581,4.99
537,20220324,20220329,20220328,11007,SO51581,35
485,20220324,20220329,20220325,11007,SO51581,21.98
222,20220324,20220401,20220329,11007,SO51581,34.99
363,20220324,20220327,20220325,11052,SO51582,2294.99
528,20220324,20220329,20220327,11052,SO51582,4.99
537,20220324,20220330,20220327,11052,SO51582,35
480,20220324,20220331,20220329,11052,SO51582,2.29
604,20220324,20220327,20220326,16015,SO51583,539.99
217,20220324,20220331,20220326,16015,SO51583,34.99
605,20220324,20220402,20220331,22274,SO51584,539.99
217,20220324,20220402,20220328,22274,SO51584,34.99
382,20220324,20220329,20220327,19240,SO51585,1120.49
214,20220324,20220402,20220331,19240,SO51585,34.99
374,20220324,20220326,20220325,18207,SO51586,2443.35
479,20220324,20220401,20220330,18207,SO51586,8.99
477,20220324,20220331,20220330,18207,SO51586,4.99
489,20220324,20220327,20220325,18207,SO51586,53.99
378,20220324,20220327,20220325,25780,SO51587,2443.35
529,20220324,20220401,20220331,25780,SO51587,3.99
540,20220324,20220403,20220331,25780,SO51587,32.6
376,20220325,20220331,20220328,25769,SO51588,2443.35
529,20220325,20220401,20220328,25769,SO51588,3.99
540,20220325,20220401,20220330,25769,SO51588,32.6
222,20220325,20220329,20220328,25769,SO51588,34.99
359,20220325,20220402,20220330,11401,SO51589,2294.99
487,20220325,20220329,20220326,11401,SO51589,54.99
467,20220325,20220401,20220329,11401,SO51589,24.49
355,20220325,20220327,20220326,11271,SO51590,2319.99
528,20220325,20220404,20220331,11271,SO51590,4.99
537,20220325,20220406,20220401,11271,SO51590,35
214,20220325,20220331,20220326,11271,SO51590,34.99
353,20220325,20220328,20220327,11175,SO51591,2319.99
485,20220325,20220403,20220330,11175,SO51591,21.98
359,20220325,20220401,20220331,11082,SO51592,2294.99
537,20220325,20220328,20220327,11082,SO51592,35
357,20220325,20220331,20220328,11036,SO51593,2319.99
217,20220325,20220402,20220401,11036,SO51593,34.99
359,20220325,20220403,20220330,11104,SO51594,2294.99
537,20220325,20220403,20220330,11104,SO51594,35
528,20220325,20220330,20220326,11104,SO51594,4.99
355,20220325,20220401,20220328,11004,SO51595,2319.99
485,20220325,20220403,20220330,11004,SO51595,21.98
214,20220325,20220329,20220326,11004,SO51595,34.99
560,20220325,20220402,20220331,25087,SO51596,1214.85
217,20220325,20220331,20220329,25087,SO51596,34.99
355,20220325,20220402,20220328,11453,SO51597,2319.99
487,20220325,20220403,20220330,11453,SO51597,54.99
484,20220325,20220329,20220326,11453,SO51597,7.95
562,20220325,20220328,20220327,24404,SO51598,2384.07
576,20220325,20220403,20220331,24405,SO51599,2384.07
222,20220325,20220401,20220329,24405,SO51599,34.99
604,20220325,20220331,20220329,22262,SO51600,539.99
584,20220325,20220404,20220330,25608,SO51601,539.99
575,20220325,20220330,20220329,11439,SO51602,2384.07
214,20220325,20220403,20220330,11439,SO51602,34.99
579,20220325,20220403,20220331,29401,SO51603,1214.85
225,20220325,20220404,20220330,29401,SO51603,8.99
355,20220325,20220327,20220326,11246,SO51604,2319.99
478,20220325,20220402,20220331,11246,SO51604,9.99
583,20220325,20220403,20220331,21056,SO51605,1700.99
539,20220325,20220331,20220330,21056,SO51605,24.99
529,20220325,20220402,20220331,21056,SO51605,3.99
222,20220325,20220331,20220327,21056,SO51605,34.99
582,20220325,20220406,20220401,21039,SO51606,1700.99
580,20220325,20220401,20220331,16799,SO51607,1700.99
587,20220325,20220404,20220331,13744,SO51608,769.49
484,20220325,20220329,20220326,13744,SO51608,7.95
590,20220325,20220331,20220326,13746,SO51609,769.49
528,20220325,20220403,20220331,13746,SO51609,4.99
536,20220325,20220330,20220329,13746,SO51609,29.99
480,20220325,20220402,20220401,13746,SO51609,2.29
363,20220325,20220331,20220326,11021,SO51610,2294.99
485,20220325,20220328,20220326,11021,SO51610,21.98
487,20220325,20220403,20220401,11021,SO51610,54.99
584,20220325,20220404,20220330,18902,SO51611,539.99
479,20220325,20220403,20220329,18902,SO51611,8.99
477,20220325,20220327,20220326,18902,SO51611,4.99
488,20220325,20220405,20220331,18902,SO51611,53.99
355,20220325,20220328,20220326,11005,SO51612,2319.99
537,20220325,20220330,20220327,11005,SO51612,35
528,20220325,20220330,20220328,11005,SO51612,4.99
480,20220325,20220402,20220328,11005,SO51612,2.29
586,20220326,20220401,20220331,16098,SO51613,742.35
479,20220326,20220404,20220401,16098,SO51613,8.99
477,20220326,20220401,20220330,16098,SO51613,4.99
586,20220326,20220403,20220331,26308,SO51614,742.35
490,20220326,20220331,20220329,26308,SO51614,53.99
563,20220326,20220401,20220329,24420,SO51615,2384.07
482,20220326,20220404,20220330,24420,SO51615,8.99
606,20220326,20220401,20220329,21466,SO51616,539.99
479,20220326,20220403,20220402,21466,SO51616,8.99
477,20220326,20220406,20220401,21466,SO51616,4.99
480,20220326,20220401,20220329,21466,SO51616,2.29
605,20220326,20220402,20220329,22441,SO51617,539.99
479,20220326,20220404,20220331,22441,SO51617,8.99
477,20220326,20220405,20220331,22441,SO51617,4.99
214,20220326,20220405,20220401,22441,SO51617,34.99
225,20220326,20220329,20220328,22441,SO51617,8.99
604,20220326,20220403,20220331,28757,SO51618,539.99
583,20220326,20220402,20220401,20832,SO51619,1700.99
231,20220326,20220404,20220331,20832,SO51619,49.99
583,20220326,20220402,20220331,21040,SO51620,1700.99
539,20220326,20220402,20220328,21040,SO51620,24.99
529,20220326,20220401,20220327,21040,SO51620,3.99
488,20220326,20220407,20220402,21040,SO51620,53.99
590,20220326,20220331,20220330,17949,SO51621,769.49
237,20220326,20220401,20220329,17949,SO51621,49.99
597,20220326,20220405,20220401,14927,SO51622,539.99
485,20220326,20220329,20220328,14927,SO51622,21.98
228,20220326,20220401,20220328,14927,SO51622,49.99
378,20220326,20220401,20220327,22445,SO51623,2443.35
540,20220326,20220331,20220330,22445,SO51623,32.6
529,20220326,20220406,20220402,22445,SO51623,3.99
480,20220326,20220402,20220401,22445,SO51623,2.29
484,20220326,20220404,20220330,22445,SO51623,7.95
372,20220326,20220402,20220330,21857,SO51624,2443.35
225,20220326,20220404,20220330,21857,SO51624,8.99
214,20220326,20220404,20220401,21857,SO51624,34.99
593,20220326,20220401,20220328,18957,SO51625,564.99
485,20220326,20220330,20220327,18957,SO51625,21.98
480,20220326,20220328,20220327,18957,SO51625,2.29
593,20220326,20220404,20220330,15554,SO51626,564.99
478,20220326,20220401,20220327,15554,SO51626,9.99
563,20220326,20220331,20220328,28206,SO51627,2384.07
477,20220326,20220404,20220401,28206,SO51627,4.99
479,20220326,20220401,20220330,28206,SO51627,8.99
584,20220326,20220330,20220328,19269,SO51628,539.99
355,20220326,20220404,20220331,11444,SO51629,2319.99
485,20220327,20220403,20220402,11444,SO51629,21.98
217,20220327,20220405,20220402,11444,SO51629,34.99
382,20220327,20220402,20220331,19199,SO51630,1120.49
479,20220327,20220401,20220331,19199,SO51630,8.99
477,20220327,20220405,20220402,19199,SO51630,4.99
386,20220327,20220401,20220331,19211,SO51631,1120.49
384,20220327,20220403,20220329,19422,SO51632,1120.49
382,20220327,20220329,20220328,19326,SO51633,1120.49
565,20220327,20220401,20220331,14264,SO51634,742.35
479,20220327,20220405,20220401,14264,SO51634,8.99
378,20220327,20220331,20220330,18242,SO51635,2443.35
540,20220327,20220403,20220331,18242,SO51635,32.6
471,20220327,20220404,20220402,18242,SO51635,63.5
529,20220327,20220401,20220331,18242,SO51635,3.99
380,20220327,20220403,20220402,18238,SO51636,2443.35
479,20220327,20220405,20220403,18238,SO51636,8.99
581,20220327,20220404,20220402,24102,SO51637,1700.99
490,20220327,20220402,20220328,24102,SO51637,53.99
463,20220327,20220404,20220403,24102,SO51637,24.49
588,20220327,20220402,20220328,13778,SO51638,769.49
237,20220327,20220401,20220328,13778,SO51638,49.99
590,20220327,20220408,20220403,15630,SO51639,769.49
536,20220327,20220404,20220402,15630,SO51639,29.99
528,20220327,20220401,20220330,15630,SO51639,4.99
480,20220327,20220407,20220402,15630,SO51639,2.29
590,20220327,20220402,20220331,20722,SO51640,769.49
231,20220327,20220401,20220329,20722,SO51640,49.99
359,20220327,20220403,20220402,11339,SO51641,2294.99
214,20220327,20220403,20220401,11339,SO51641,34.99
355,20220327,20220402,20220401,12384,SO51642,2319.99
487,20220327,20220406,20220402,12384,SO51642,54.99
490,20220327,20220403,20220330,12384,SO51642,53.99
374,20220327,20220402,20220329,19361,SO51643,2443.35
222,20220327,20220331,20220329,19361,SO51643,34.99
374,20220327,20220331,20220330,12131,SO51644,2443.35
594,20220327,20220404,20220401,15552,SO51645,564.99
478,20220327,20220405,20220401,15552,SO51645,9.99
477,20220327,20220404,20220403,15552,SO51645,4.99
472,20220327,20220401,20220331,15552,SO51645,63.5
359,20220327,20220402,20220328,11064,SO51646,2294.99
478,20220327,20220408,20220403,11064,SO51646,9.99
363,20220327,20220404,20220402,11144,SO51647,2294.99
487,20220327,20220402,20220329,11144,SO51647,54.99
237,20220327,20220331,20220329,11144,SO51647,49.99
363,20220327,20220331,20220330,11145,SO51648,2294.99
478,20220327,20220403,20220402,11145,SO51648,9.99
477,20220327,20220402,20220331,11145,SO51648,4.99
359,20220327,20220408,20220403,11124,SO51649,2294.99
478,20220327,20220407,20220402,11124,SO51649,9.99
477,20220327,20220331,20220330,11124,SO51649,4.99
361,20220327,20220403,20220401,11011,SO51650,2294.99
357,20220328,20220402,20220401,11077,SO51651,2319.99
487,20220328,20220404,20220401,11077,SO51651,54.99
353,20220328,20220401,20220330,11450,SO51652,2319.99
528,20220328,20220405,20220402,11450,SO51652,4.99
537,20220328,20220407,20220403,11450,SO51652,35
480,20220328,20220404,20220401,11450,SO51652,2.29
484,20220328,20220407,20220403,11450,SO51652,7.95
562,20220328,20220405,20220401,29137,SO51653,2384.07
214,20220328,20220402,20220401,29137,SO51653,34.99
561,20220328,20220402,20220329,24433,SO51654,2384.07
541,20220328,20220405,20220401,24433,SO51654,28.99
530,20220328,20220403,20220402,24433,SO51654,4.99
467,20220328,20220406,20220404,24433,SO51654,24.49
606,20220328,20220401,20220330,21576,SO51655,539.99
479,20220328,20220404,20220331,21576,SO51655,8.99
605,20220328,20220402,20220331,24661,SO51656,539.99
472,20220328,20220406,20220403,24661,SO51656,63.5
386,20220328,20220403,20220329,19169,SO51657,1120.49
237,20220328,20220401,20220329,19169,SO51657,49.99
564,20220328,20220401,20220330,14189,SO51658,2384.07
217,20220328,20220409,20220404,14189,SO51658,34.99
572,20220328,20220402,20220330,14275,SO51659,742.35
479,20220328,20220409,20220404,14275,SO51659,8.99
353,20220328,20220406,20220403,12461,SO51660,2319.99
478,20220328,20220409,20220404,12461,SO51660,9.99
477,20220328,20220402,20220401,12461,SO51660,4.99
217,20220328,20220407,20220403,12461,SO51660,34.99
582,20220328,20220404,20220403,20837,SO51661,1700.99
539,20220328,20220404,20220331,20837,SO51661,24.99
529,20220328,20220330,20220329,20837,SO51661,3.99
222,20220328,20220405,20220402,20837,SO51661,34.99
380,20220328,20220402,20220329,26382,SO51662,2443.35
374,20220328,20220403,20220331,16327,SO51663,2443.35
479,20220328,20220406,20220404,16327,SO51663,8.99
477,20220328,20220402,20220331,16327,SO51663,4.99
225,20220328,20220402,20220330,16327,SO51663,8.99
587,20220328,20220404,20220402,13742,SO51664,769.49
536,20220328,20220403,20220402,13742,SO51664,29.99
477,20220328,20220331,20220329,13742,SO51664,4.99
480,20220328,20220404,20220330,13742,SO51664,2.29
353,20220328,20220404,20220401,11252,SO51665,2319.99
485,20220328,20220403,20220401,11252,SO51665,21.98
605,20220328,20220403,20220331,19264,SO51666,539.99
477,20220328,20220405,20220401,19264,SO51666,4.99
479,20220328,20220331,20220330,19264,SO51666,8.99
357,20220328,20220331,20220330,11069,SO51667,2319.99
353,20220328,20220405,20220401,11101,SO51668,2319.99
483,20220328,20220406,20220404,11101,SO51668,120
225,20220328,20220405,20220402,26306,SO51669,8.99
572,20220328,20220404,20220330,26306,SO51669,742.35
561,20220328,20220404,20220330,24421,SO51670,2384.07
225,20220328,20220402,20220331,24421,SO51670,8.99
489,20220328,20220403,20220330,24421,SO51670,53.99
604,20220328,20220330,20220329,22398,SO51671,539.99
374,20220328,20220404,20220330,19435,SO51672,2443.35
479,20220328,20220404,20220401,19435,SO51672,8.99
477,20220329,20220404,20220402,19435,SO51672,4.99
380,20220329,20220406,20220402,16400,SO51673,2443.35
540,20220329,20220405,20220403,16400,SO51673,32.6
529,20220329,20220402,20220330,16400,SO51673,3.99
222,20220329,20220405,20220331,16400,SO51673,34.99
374,20220329,20220402,20220331,23597,SO51674,2443.35
529,20220329,20220407,20220404,23597,SO51674,3.99
540,20220329,20220401,20220330,23597,SO51674,32.6
480,20220329,20220407,20220402,23597,SO51674,2.29
598,20220329,20220407,20220403,15548,SO51675,539.99
478,20220329,20220408,20220405,15548,SO51675,9.99
477,20220329,20220403,20220401,15548,SO51675,4.99
374,20220329,20220403,20220402,20037,SO51676,2443.35
540,20220329,20220406,20220403,20037,SO51676,32.6
483,20220329,20220408,20220404,20037,SO51676,120
355,20220329,20220405,20220331,11290,SO51677,2319.99
214,20220329,20220405,20220331,11290,SO51677,34.99
363,20220329,20220406,20220401,11224,SO51678,2294.99
214,20220329,20220404,20220403,11224,SO51678,34.99
361,20220329,20220407,20220403,11090,SO51679,2294.99
487,20220329,20220407,20220403,11090,SO51679,54.99
463,20220329,20220407,20220404,11090,SO51679,24.49
585,20220329,20220407,20220404,12281,SO51680,742.35
214,20220329,20220405,20220401,12281,SO51680,34.99
565,20220329,20220401,20220331,12272,SO51681,742.35
479,20220329,20220406,20220401,12272,SO51681,8.99
357,20220329,20220407,20220404,11057,SO51682,2319.99
359,20220329,20220404,20220330,11095,SO51683,2294.99
478,20220329,20220402,20220331,11095,SO51683,9.99
477,20220329,20220402,20220401,11095,SO51683,4.99
489,20220329,20220407,20220404,11095,SO51683,53.99
359,20220329,20220408,20220405,11451,SO51684,2294.99
485,20220329,20220403,20220402,11451,SO51684,21.98
478,20220329,20220402,20220331,11451,SO51684,9.99
477,20220329,20220403,20220401,11451,SO51684,4.99
217,20220329,20220405,20220401,11451,SO51684,34.99
388,20220329,20220408,20220404,19201,SO51685,1120.49
584,20220329,20220405,20220404,21013,SO51686,539.99
479,20220329,20220408,20220404,21013,SO51686,8.99
575,20220329,20220403,20220331,14181,SO51687,2384.07
214,20220329,20220402,20220331,14181,SO51687,34.99
225,20220329,20220402,20220331,14181,SO51687,8.99
560,20220329,20220406,20220405,16310,SO51688,1214.85
222,20220329,20220409,20220405,16310,SO51688,34.99
577,20220329,20220405,20220403,26825,SO51689,1214.85
477,20220329,20220410,20220405,26825,SO51689,4.99
479,20220329,20220403,20220331,26825,SO51689,8.99
374,20220329,20220406,20220405,18301,SO51876,2443.35
217,20220329,20220404,20220330,18301,SO51876,34.99
357,20220329,20220407,20220402,11409,SO51877,2319.99
528,20220329,20220407,20220404,11409,SO51877,4.99
537,20220329,20220406,20220403,11409,SO51877,35
214,20220329,20220407,20220405,11409,SO51877,34.99
353,20220329,20220405,20220401,11468,SO51878,2319.99
225,20220330,20220404,20220331,28788,SO51879,8.99
479,20220330,20220405,20220403,12204,SO51880,8.99
477,20220330,20220405,20220401,12204,SO51880,4.99
481,20220330,20220404,20220401,12204,SO51880,8.99
528,20220330,20220408,20220405,21407,SO51881,4.99
537,20220330,20220405,20220404,21407,SO51881,35
480,20220330,20220405,20220402,21407,SO51881,2.29
530,20220330,20220406,20220404,27688,SO51882,4.99
480,20220330,20220405,20220403,27688,SO51882,2.29
486,20220330,20220408,20220404,27688,SO51882,159
217,20220330,20220404,20220331,15138,SO51883,34.99
541,20220330,20220403,20220401,16338,SO51884,28.99
530,20220330,20220407,20220405,16338,SO51884,4.99
467,20220330,20220405,20220403,16338,SO51884,24.49
480,20220330,20220406,20220402,15640,SO51885,2.29
480,20220330,20220403,20220331,18293,SO51886,2.29
488,20220330,20220404,20220331,11530,SO51887,53.99
465,20220330,20220405,20220403,11530,SO51887,24.49
529,20220330,20220406,20220401,29079,SO51888,3.99
214,20220330,20220407,20220405,29079,SO51888,34.99
473,20220330,20220402,20220331,29079,SO51888,63.5
538,20220330,20220406,20220402,27659,SO51889,21.49
490,20220330,20220402,20220401,27659,SO51889,53.99
540,20220330,20220403,20220401,15571,SO51890,32.6
480,20220330,20220408,20220406,15571,SO51890,2.29
540,20220330,20220405,20220401,24940,SO51891,32.6
480,20220330,20220405,20220331,24940,SO51891,2.29
540,20220330,20220403,20220401,24293,SO51892,32.6
480,20220330,20220407,20220406,24293,SO51892,2.29
536,20220330,20220408,20220405,23556,SO51893,29.99
540,20220330,20220408,20220405,14567,SO51894,32.6
529,20220330,20220408,20220403,14567,SO51894,3.99
217,20220330,20220405,20220331,14567,SO51894,34.99
463,20220330,20220407,20220406,14567,SO51894,24.49
540,20220330,20220406,20220403,24994,SO51895,32.6
480,20220330,20220404,20220331,24994,SO51895,2.29
536,20220330,20220402,20220331,15856,SO51896,29.99
528,20220330,20220407,20220406,15856,SO51896,4.99
480,20220330,20220409,20220405,15856,SO51896,2.29
477,20220330,20220402,20220331,13199,SO51897,4.99
478,20220330,20220406,20220403,13199,SO51897,9.99
484,20220330,20220404,20220402,13199,SO51897,7.95
478,20220330,20220408,20220404,15507,SO51898,9.99
477,20220331,20220405,20220404,15507,SO51898,4.99
488,20220331,20220403,20220401,15507,SO51898,53.99
477,20220331,20220412,20220407,16982,SO51899,4.99
214,20220331,20220408,20220406,16982,SO51899,34.99
234,20220331,20220409,20220406,16982,SO51899,49.99
528,20220331,20220408,20220406,14870,SO51900,4.99
485,20220331,20220407,20220405,14870,SO51900,21.98
228,20220331,20220410,20220406,14870,SO51900,49.99
225,20220331,20220409,20220406,14870,SO51900,8.99
537,20220331,20220409,20220406,15703,SO51901,35
528,20220331,20220403,20220402,15703,SO51901,4.99
222,20220331,20220406,20220401,15703,SO51901,34.99
476,20220331,20220409,20220407,13571,SO51902,69.99
463,20220331,20220407,20220405,13571,SO51902,24.49
231,20220331,20220411,20220407,13571,SO51902,49.99
539,20220331,20220405,20220401,19344,SO51903,24.99
480,20220331,20220411,20220407,19344,SO51903,2.29
486,20220331,20220410,20220406,19344,SO51903,159
529,20220331,20220403,20220401,14204,SO51904,3.99
540,20220331,20220406,20220401,14204,SO51904,32.6
217,20220331,20220406,20220403,14204,SO51904,34.99
529,20220331,20220407,20220405,23941,SO51905,3.99
217,20220331,20220410,20220406,23941,SO51905,34.99
541,20220331,20220407,20220406,23962,SO51906,28.99
530,20220331,20220410,20220407,16192,SO51907,4.99
463,20220331,20220411,20220406,16192,SO51907,24.49
538,20220331,20220407,20220402,12392,SO51908,21.49
529,20220331,20220408,20220405,12392,SO51908,3.99
530,20220331,20220408,20220405,11566,SO51909,4.99
234,20220331,20220411,20220407,11566,SO51909,49.99
537,20220331,20220409,20220405,14079,SO51910,35
480,20220331,20220409,20220405,14079,SO51910,2.29
537,20220331,20220409,20220407,11746,SO51911,35
528,20220331,20220407,20220402,11746,SO51911,4.99
480,20220331,20220403,20220402,11746,SO51911,2.29
537,20220331,20220411,20220407,13015,SO51912,35
